object_id,slope,profile_curvature,planar_curvature,lithology,twi,rainfall,ndvi,distance_to_river,distance_to_fault,slope_unit,slope_structure,hazard_label,rainfall_slope_interaction,saturation_potential,fault_vulnerability,stream_power_index_approx,disturbance_index,hydro_stress
859841,6,6,5,2,1,1.0,8,1,3,91,1,0,6,1,0.5,6,8,0.9090909090909092
1541341,4,6,7,2,5,4.0,8,5,2,5,4,0,16,20,0.6666666666666666,20,5,0.7843137254901962
1012347,6,6,4,5,5,4.0,7,5,1,90,1,0,24,20,2.5,30,6,0.7843137254901962
577023,3,6,7,2,5,2.0,9,3,3,94,4,0,6,10,0.5,15,6,0.3921568627450981
1387498,1,6,5,2,4,3.0,9,5,2,85,4,0,3,12,0.6666666666666666,4,5,0.7317073170731708
1471362,5,7,5,2,5,2.0,6,5,3,3,4,0,10,10,0.5,25,4,0.3921568627450981
341342,3,4,7,2,3,1.0,7,5,5,97,4,0,3,3,0.3333333333333333,9,2,0.3225806451612903
951462,5,6,5,6,7,2.0,7,3,1,91,1,0,10,14,3.0,35,8,0.2816901408450704
394877,2,6,5,2,3,2.0,8,4,4,107,4,0,4,6,0.4,6,4,0.6451612903225806
2232468,4,6,6,3,2,7.0,8,5,1,58,4,0,28,14,1.5,8,6,3.333333333333333
3463651,6,7,5,3,5,8.0,9,1,3,20,4,0,48,40,0.75,30,8,1.5686274509803924
591695,3,6,6,2,1,1.0,8,2,3,96,4,0,3,1,0.5,3,7,0.9090909090909092
1857451,4,5,6,3,4,2.0,9,1,3,74,5,0,8,8,0.75,16,8,0.4878048780487805
1520982,4,6,5,2,2,4.0,7,5,1,81,4,0,16,8,1.0,8,6,1.9047619047619049
2140967,6,2,3,3,2,4.0,6,2,3,66,4,0,24,8,0.75,12,7,1.9047619047619049
416091,2,5,6,2,2,2.0,4,4,4,107,4,0,4,4,0.4,4,4,0.9523809523809524
38212,5,6,5,1,7,2.0,7,2,5,107,1,0,10,14,0.1666666666666666,35,5,0.2816901408450704
3078735,3,6,5,3,6,6.0,9,1,2,19,4,0,18,36,1.0,18,9,0.9836065573770492
310315,3,7,5,2,3,2.0,5,5,5,107,4,0,6,6,0.3333333333333333,9,2,0.6451612903225806
1328212,6,5,7,2,6,2.0,6,5,1,86,4,0,12,12,1.0,36,6,0.3278688524590164
2023000,4,4,7,3,5,6.0,6,2,3,71,4,0,24,30,0.75,20,7,1.1764705882352942
2898044,6,6,5,3,3,4.0,9,3,2,34,1,0,24,12,1.0,18,7,1.2903225806451613
1741892,3,5,5,3,4,1.0,6,2,2,6,5,0,3,4,1.0,12,8,0.2439024390243902
2398808,1,5,6,2,6,8.0,8,0,5,0,0,0,8,48,0.3333333333333333,6,7,1.3114754098360657
1694288,3,6,4,3,2,2.0,6,5,1,82,5,0,6,4,1.5,6,6,0.9523809523809524
2855481,1,3,5,3,2,2.0,8,2,2,19,4,0,2,4,1.0,2,8,0.9523809523809524
2406338,3,6,5,2,5,7.0,7,1,4,61,4,0,21,35,0.4,15,7,1.3725490196078431
2260722,5,7,6,3,1,2.0,9,3,3,64,1,0,10,2,0.75,5,6,1.818181818181818
118171,4,6,5,1,9,1.0,7,5,5,107,4,0,4,9,0.1666666666666666,36,2,0.1098901098901098
3479546,3,6,6,3,4,7.0,7,5,3,20,4,0,21,28,0.75,12,4,1.707317073170732
5848,5,5,5,2,2,0.0,6,1,5,107,1,0,0,0,0.3333333333333333,10,6,0.0
999366,7,6,6,1,5,3.0,2,1,1,90,1,0,21,15,0.5,35,10,0.5882352941176471
578835,4,6,6,2,4,2.0,7,1,2,94,4,0,8,8,0.6666666666666666,16,9,0.4878048780487805
3519566,3,4,6,3,2,8.0,9,2,4,20,4,0,24,16,0.6,6,6,3.809523809523809
1375996,5,6,4,2,3,3.0,9,4,3,2,5,0,15,9,0.5,15,5,0.9677419354838708
1298914,5,7,5,1,2,1.0,8,4,2,86,4,0,5,2,0.3333333333333333,10,6,0.4761904761904761
3073394,3,6,6,3,5,7.0,8,1,2,23,4,0,21,35,1.0,15,9,1.3725490196078431
1537880,3,3,7,2,3,2.0,9,5,2,3,4,0,6,6,0.6666666666666666,9,5,0.6451612903225806
1712859,6,5,6,3,5,2.0,9,4,1,82,5,0,12,10,1.5,30,7,0.3921568627450981
1440747,7,6,6,2,4,4.0,9,5,3,85,4,0,28,16,0.5,28,4,0.9756097560975612
2900789,5,5,6,3,1,5.0,8,2,2,19,4,0,25,5,1.0,5,8,4.545454545454545
3504133,1,6,6,3,1,7.0,7,1,3,119,1,0,7,7,0.75,1,8,6.363636363636363
2438760,6,5,6,3,3,5.0,9,2,5,10,5,0,30,15,0.5,18,5,1.6129032258064515
2745666,3,5,4,3,2,4.0,8,1,2,30,5,0,12,8,1.0,6,9,1.9047619047619049
1440209,5,6,6,2,3,3.0,7,5,3,1,4,0,15,9,0.5,15,4,0.9677419354838708
3155546,3,6,6,3,6,4.0,9,1,1,13,3,0,12,24,1.5,18,10,0.6557377049180328
3377955,5,7,3,3,1,5.0,8,5,3,23,4,0,25,5,0.75,5,4,4.545454545454545
1414863,4,5,5,4,4,4.0,8,3,2,86,4,0,16,16,1.3333333333333333,16,7,0.9756097560975612
2273821,7,4,6,3,7,5.0,9,1,4,68,1,0,35,35,0.6,49,7,0.7042253521126761
2138121,7,5,6,3,7,4.0,7,3,3,57,4,0,28,28,0.75,49,6,0.5633802816901409
777362,4,6,6,1,1,2.0,5,3,1,99,4,0,8,2,0.5,4,8,1.818181818181818
45339,5,5,6,2,2,3.0,6,2,5,106,4,0,15,6,0.3333333333333333,10,5,1.4285714285714286
3045879,2,7,5,3,4,5.0,9,2,2,16,3,0,10,20,1.0,8,8,1.2195121951219514
1476080,5,6,4,2,5,4.0,7,4,2,1,4,0,20,20,0.6666666666666666,25,6,0.7843137254901962
3153614,6,7,4,3,6,4.0,9,1,1,17,1,0,24,24,1.5,36,10,0.6557377049180328
1548452,4,6,5,2,5,2.0,6,5,2,5,4,0,8,10,0.6666666666666666,20,5,0.3921568627450981
2946166,1,6,6,3,6,3.0,8,1,3,28,4,0,3,18,0.75,6,8,0.4918032786885246
1332725,7,6,5,2,8,1.0,8,5,2,85,4,0,7,8,0.6666666666666666,56,5,0.1234567901234568
274648,5,7,6,2,5,1.0,8,1,5,107,1,0,5,5,0.3333333333333333,25,6,0.196078431372549
2289404,8,6,6,3,6,8.0,8,1,5,70,4,0,64,48,0.5,48,6,1.3114754098360657
1587293,6,6,5,2,4,3.0,6,5,1,5,4,0,18,12,1.0,24,6,0.7317073170731708
2073443,8,5,6,3,6,5.0,7,1,3,58,4,0,40,30,0.75,48,8,0.819672131147541
1518136,4,6,5,2,2,3.0,8,4,1,81,4,0,12,6,1.0,8,7,1.4285714285714286
2326514,6,5,5,3,6,5.0,7,3,2,55,4,0,30,30,1.0,36,7,0.819672131147541
2035991,8,8,6,3,4,5.0,8,1,1,72,4,0,40,20,1.5,32,10,1.2195121951219514
3420047,2,5,6,3,2,7.0,7,2,1,23,4,0,14,14,1.5,4,9,3.333333333333333
2209623,5,6,5,3,5,5.0,7,5,2,58,4,0,25,25,1.0,25,5,0.9803921568627452
2876872,5,5,5,3,2,3.0,7,3,3,19,4,0,15,6,0.75,10,6,1.4285714285714286
3595017,4,6,5,3,4,8.0,9,1,3,25,4,0,32,32,0.75,16,8,1.951219512195122
2095166,6,4,7,3,4,6.0,8,2,1,58,4,0,36,24,1.5,24,9,1.4634146341463417
1138632,6,5,6,2,6,2.0,8,3,3,86,4,0,12,12,0.5,36,6,0.3278688524590164
2618801,5,5,6,3,6,4.0,7,1,2,48,4,0,20,24,1.0,30,9,0.6557377049180328
2318752,5,6,4,3,3,8.0,7,3,2,55,4,0,40,24,1.0,15,7,2.5806451612903225
1988415,7,6,6,3,5,6.0,8,1,1,71,4,0,42,30,1.5,35,10,1.1764705882352942
499683,5,6,5,2,3,2.0,8,1,4,105,4,0,10,6,0.4,15,7,0.6451612903225806
1341107,7,6,7,1,3,2.0,7,2,3,86,5,0,14,6,0.25,21,7,0.6451612903225806
2104549,7,5,6,3,6,5.0,8,2,1,58,4,0,35,30,1.5,42,9,0.819672131147541
1646081,4,6,4,2,3,2.0,8,5,1,83,5,0,8,6,1.0,12,6,0.6451612903225806
2346948,5,5,6,3,3,5.0,9,3,1,61,4,0,25,15,1.5,15,8,1.6129032258064515
1025103,3,5,6,1,6,3.0,8,1,1,90,1,0,9,18,0.5,18,10,0.4918032786885246
1200272,6,6,5,4,2,2.0,1,3,3,86,4,0,12,4,1.0,12,6,0.9523809523809524
1284638,6,4,7,2,2,1.0,9,4,2,87,1,0,6,2,0.6666666666666666,12,6,0.4761904761904761
1287494,3,7,5,2,4,1.0,6,5,1,87,1,0,3,4,1.0,12,6,0.2439024390243902
106474,6,6,5,4,5,1.0,8,2,5,107,1,0,6,5,0.6666666666666666,30,5,0.196078431372549
1877393,4,6,5,3,4,3.0,6,3,4,74,5,0,12,12,0.6,16,5,0.7317073170731708
872967,7,5,7,4,4,3.0,7,1,1,93,4,0,21,12,2.0,28,10,0.7317073170731708
2520178,5,5,4,3,7,5.0,8,4,3,10,5,0,25,35,0.75,35,5,0.7042253521126761
913374,7,6,4,4,1,2.0,8,3,2,91,1,0,14,2,1.3333333333333333,7,7,1.818181818181818
1201576,8,7,5,2,3,2.0,1,1,3,88,4,0,16,6,0.5,24,8,0.6451612903225806
636706,2,5,6,2,2,1.0,8,2,2,0,0,0,2,2,0.6666666666666666,4,8,0.4761904761904761
1003941,6,5,3,4,4,3.0,9,1,1,113,4,0,18,12,2.0,24,10,0.7317073170731708
1143182,4,5,7,1,4,2.0,8,1,2,86,4,0,8,8,0.3333333333333333,16,9,0.4878048780487805
863818,3,5,6,4,2,1.0,7,1,2,93,4,0,3,2,1.3333333333333333,6,9,0.4761904761904761
3119400,3,6,5,3,7,6.0,8,2,2,37,4,0,18,42,1.0,21,8,0.8450704225352114
1301568,5,7,6,2,5,1.0,8,2,3,2,5,0,5,5,0.5,25,7,0.196078431372549
505731,5,5,3,2,2,2.0,7,2,3,105,4,0,10,4,0.5,10,7,0.9523809523809524
539244,2,6,5,2,5,2.0,7,4,3,96,4,0,4,10,0.5,10,5,0.3921568627450981
3606876,3,6,5,3,3,7.0,9,1,5,25,4,0,21,21,0.5,9,6,2.258064516129032
2847406,5,7,3,3,5,7.0,9,4,2,34,1,0,35,35,1.0,25,6,1.3725490196078431
3303375,8,5,5,3,1,7.0,8,1,2,23,4,0,56,7,1.0,8,9,6.363636363636363
1880300,3,5,7,3,7,2.0,8,4,4,74,5,0,6,14,0.6,21,4,0.2816901408450704
1345293,7,5,6,2,6,2.0,8,5,2,2,5,0,14,12,0.6666666666666666,42,5,0.3278688524590164
2854464,9,7,6,3,5,6.0,8,3,1,29,4,0,54,30,1.5,45,8,1.1764705882352942
718655,4,4,6,2,4,3.0,7,3,1,100,1,0,12,12,1.0,16,8,0.7317073170731708
1786834,3,6,5,3,3,1.0,7,2,2,6,5,0,3,3,1.0,9,8,0.3225806451612903
1945010,7,5,7,3,4,7.0,7,3,4,74,5,0,49,28,0.6,28,5,1.707317073170732
866888,5,5,6,2,4,2.0,9,1,3,93,4,0,10,8,0.5,20,8,0.4878048780487805
222275,3,7,5,2,4,3.0,7,3,5,107,4,0,9,12,0.3333333333333333,12,4,0.7317073170731708
920397,4,5,6,4,1,3.0,7,3,2,91,1,0,12,3,1.3333333333333333,4,7,2.727272727272727
713875,2,5,5,2,6,1.0,8,4,1,96,4,0,2,6,1.0,12,7,0.1639344262295082
1976690,3,6,6,3,4,7.0,9,3,3,71,4,0,21,28,0.75,12,6,1.707317073170732
3361082,2,5,6,3,2,5.0,9,1,1,23,4,0,10,10,1.5,4,10,2.380952380952381
1969601,6,5,4,3,4,6.0,9,3,3,71,4,0,36,24,0.75,24,6,1.4634146341463417
2704056,6,6,6,3,6,6.0,8,1,2,33,4,0,36,36,1.0,36,9,0.9836065573770492
2673075,4,6,6,3,2,5.0,9,1,2,49,4,0,20,10,1.0,8,9,2.380952380952381
874372,5,6,5,1,1,3.0,9,1,1,93,4,0,15,3,0.5,5,10,2.727272727272727
3064929,3,6,5,3,3,7.0,4,2,1,16,3,0,21,21,1.5,9,9,2.258064516129032
1512435,1,6,6,2,8,2.0,2,3,1,81,4,0,2,16,1.0,8,8,0.2469135802469136
811304,1,6,6,2,1,1.0,5,1,3,95,4,0,1,1,0.5,1,8,0.9090909090909092
3187692,5,5,6,3,2,5.0,8,2,1,17,1,0,25,10,1.5,10,9,2.380952380952381
3229147,7,6,6,3,6,7.0,9,1,2,118,3,0,49,42,1.0,42,9,1.1475409836065575
393619,1,7,2,2,1,1.0,6,4,4,107,4,0,1,1,0.4,1,4,0.9090909090909092
2067226,3,7,6,3,4,5.0,7,1,2,71,4,0,15,20,1.0,12,9,1.2195121951219514
3521619,3,5,6,3,4,8.0,9,2,1,24,3,0,24,32,1.5,12,9,1.951219512195122
1221604,6,4,7,2,8,2.0,1,3,1,86,5,0,12,16,1.0,48,8,0.2469135802469136
665262,5,5,6,2,3,2.0,7,2,1,100,1,0,10,6,1.0,15,9,0.6451612903225806
576141,3,6,6,2,5,3.0,8,1,3,96,4,0,9,15,0.5,15,8,0.5882352941176471
1012909,2,6,6,5,6,4.0,7,5,1,90,1,0,8,24,2.5,12,6,0.6557377049180328
1072767,2,5,6,1,2,1.0,2,1,1,113,4,0,2,2,0.5,4,10,0.4761904761904761
633887,2,6,6,2,5,1.0,7,1,1,0,0,0,2,5,1.0,10,10,0.196078431372549
971161,6,6,6,5,2,3.0,8,3,1,92,5,0,18,6,2.5,12,8,1.4285714285714286
1116830,5,5,6,2,8,4.0,2,3,2,90,1,0,20,32,0.6666666666666666,40,7,0.4938271604938272
20428,1,5,6,1,5,1.0,8,5,5,107,1,0,1,5,0.1666666666666666,5,2,0.196078431372549
3250476,5,6,6,3,2,6.0,9,1,1,118,3,0,30,12,1.5,10,10,2.857142857142857
2623103,4,4,6,3,2,4.0,9,1,1,48,4,0,16,8,1.5,8,10,1.9047619047619049
2357163,5,6,5,2,4,5.0,8,2,4,61,4,0,25,20,0.4,20,6,1.2195121951219514
3145436,5,3,6,3,2,4.0,6,1,1,19,4,0,20,8,1.5,10,10,1.9047619047619049
3486858,3,6,6,3,2,7.0,7,1,2,23,4,0,21,14,1.0,6,9,3.333333333333333
862568,2,7,6,1,2,3.0,9,1,1,93,4,0,6,6,0.5,4,10,1.4285714285714286
664591,5,3,7,2,2,2.0,2,2,1,0,0,0,10,4,1.0,10,9,0.9523809523809524
501106,2,5,6,2,1,2.0,6,5,4,105,4,0,4,2,0.4,2,3,1.818181818181818
819050,8,6,5,4,1,1.0,7,1,2,0,0,0,8,1,1.3333333333333333,8,9,0.9090909090909092
1870062,4,6,6,3,5,4.0,7,3,3,110,4,0,16,20,0.75,20,6,0.7843137254901962
2197964,3,6,5,3,2,3.0,9,4,2,66,1,0,9,6,1.0,6,6,1.4285714285714286
1104735,4,7,3,2,8,2.0,8,3,2,90,1,0,8,16,0.6666666666666666,32,7,0.2469135802469136
1018550,6,6,5,6,6,1.0,7,4,1,90,1,0,6,6,3.0,36,7,0.1639344262295082
112706,6,7,5,2,5,1.0,8,1,5,106,4,0,6,5,0.3333333333333333,30,6,0.196078431372549
3162436,4,5,5,3,4,5.0,8,2,1,17,3,0,20,20,1.5,16,9,1.2195121951219514
2638332,6,5,5,3,1,6.0,8,1,2,48,4,0,36,6,1.0,6,9,5.454545454545454
2559655,4,6,5,3,4,5.0,9,2,4,50,4,0,20,20,0.6,16,6,1.2195121951219514
1294656,5,7,5,2,5,1.0,7,5,1,86,4,0,5,5,1.0,25,6,0.196078431372549
3408781,3,6,6,3,2,7.0,8,2,1,21,4,0,21,14,1.5,6,9,3.333333333333333
1826531,3,6,5,3,1,1.0,8,2,2,75,1,0,3,1,1.0,3,8,0.9090909090909092
642975,4,6,6,2,4,2.0,6,4,2,96,4,0,8,8,0.6666666666666666,16,6,0.4878048780487805
3011261,4,6,5,3,5,5.0,9,1,1,13,3,0,20,25,1.5,20,10,0.9803921568627452
1412370,4,6,5,2,5,3.0,7,5,3,1,4,0,12,15,0.5,20,4,0.5882352941176471
1405024,2,7,3,2,6,3.0,8,5,2,85,4,0,6,18,0.6666666666666666,12,5,0.4918032786885246
2308575,5,5,6,3,7,8.0,9,4,1,57,4,0,40,56,1.5,35,7,1.1267605633802815
1222972,8,6,6,4,7,1.0,8,3,2,86,4,0,8,7,1.3333333333333333,56,7,0.1408450704225352
2675207,4,7,5,3,2,4.0,9,2,1,32,5,0,16,8,1.5,8,9,1.9047619047619049
1598553,4,7,4,2,5,2.0,7,5,1,84,5,0,8,10,1.0,20,6,0.3921568627450981
2300118,4,5,4,3,6,5.0,5,1,4,51,4,0,20,30,0.6,24,7,0.819672131147541
2822616,5,6,7,3,4,6.0,9,1,1,29,4,0,30,24,1.5,20,10,1.4634146341463417
663142,3,7,6,4,1,3.0,7,2,2,94,4,0,9,3,1.3333333333333333,3,8,2.727272727272727
2661649,6,6,6,3,2,5.0,4,2,1,49,4,0,30,10,1.5,12,9,2.380952380952381
2973057,7,5,5,3,5,5.0,8,2,3,34,1,0,35,25,0.75,35,7,0.9803921568627452
896234,6,5,5,1,2,3.0,8,2,1,93,4,0,18,6,0.5,12,9,1.4285714285714286
2516607,8,6,5,3,7,5.0,8,4,4,10,5,0,40,35,0.6,56,4,0.7042253521126761
3335421,8,7,4,3,4,7.0,8,3,1,20,4,0,56,28,1.5,32,8,1.707317073170732
1949605,4,5,5,3,5,6.0,8,3,3,73,4,0,24,30,0.75,20,6,1.1764705882352942
1772883,3,5,5,3,1,3.0,8,3,2,111,4,0,9,3,1.0,3,7,2.727272727272727
3428414,6,5,6,3,1,5.0,8,2,3,20,4,0,30,5,0.75,6,7,4.545454545454545
3253081,2,6,6,3,3,7.0,5,1,1,118,3,0,14,21,1.5,6,10,2.258064516129032
789982,5,6,4,2,5,2.0,6,2,1,0,0,0,10,10,1.0,25,9,0.3921568627450981
1076173,3,7,6,4,6,4.0,8,2,1,113,4,0,12,24,2.0,18,9,0.6557377049180328
1364076,6,6,5,2,6,2.0,7,5,2,85,4,0,12,12,0.6666666666666666,36,5,0.3278688524590164
3201089,9,3,6,3,6,4.0,7,2,1,20,4,0,36,24,1.5,54,9,0.6557377049180328
1832753,2,4,6,3,2,3.0,6,1,3,75,1,0,6,6,0.75,4,8,1.4285714285714286
508037,4,6,4,2,4,2.0,7,1,4,97,4,0,8,8,0.4,16,7,0.4878048780487805
2573801,6,5,6,3,3,7.0,8,2,2,48,4,0,42,21,1.0,18,8,2.258064516129032
2840853,2,6,6,3,5,3.0,8,1,1,29,4,0,6,15,1.5,10,10,0.5882352941176471
3033995,3,5,5,3,7,5.0,7,1,2,16,3,0,15,35,1.0,21,9,0.7042253521126761
3562714,3,5,6,3,2,7.0,9,2,4,43,4,0,21,14,0.6,6,6,3.333333333333333
1033279,7,6,3,6,4,3.0,7,2,1,113,4,0,21,12,3.0,28,9,0.7317073170731708
1981299,8,5,4,3,5,6.0,5,1,3,72,4,0,48,30,0.75,40,8,1.1764705882352942
2024528,7,5,6,3,5,6.0,9,2,1,71,4,0,42,30,1.5,35,9,1.1764705882352942
2796828,5,5,6,3,6,4.0,6,5,2,33,4,0,20,24,1.0,30,5,0.6557377049180328
1665581,3,5,6,2,3,2.0,7,5,1,108,1,0,6,6,1.0,9,6,0.6451612903225806
1529897,4,5,6,2,5,4.0,9,5,2,4,4,0,16,20,0.6666666666666666,20,5,0.7843137254901962
3538425,6,5,6,3,7,7.0,9,3,4,24,3,0,42,49,0.6,42,5,0.9859154929577464
1069897,5,6,5,4,6,3.0,5,3,2,113,4,0,15,18,1.3333333333333333,30,7,0.4918032786885246
2633820,5,6,5,3,2,5.0,6,2,4,45,5,0,25,10,0.6,10,6,2.380952380952381
3254475,2,5,7,3,1,7.0,8,1,1,118,3,0,14,7,1.5,2,10,6.363636363636363
1372924,3,5,7,2,4,2.0,8,5,2,1,4,0,6,8,0.6666666666666666,12,5,0.4878048780487805
2056498,6,6,5,3,2,5.0,7,1,2,58,4,0,30,10,1.0,12,9,2.380952380952381
752411,2,4,5,1,6,1.0,4,3,1,99,4,0,2,6,0.5,12,8,0.1639344262295082
2483336,5,6,6,3,1,6.0,9,3,3,10,5,0,30,6,0.75,5,6,5.454545454545454
770956,2,5,6,1,7,1.0,6,4,1,99,4,0,2,7,0.5,14,7,0.1408450704225352
1263035,7,5,6,1,6,1.0,8,3,3,87,1,0,7,6,0.25,42,6,0.1639344262295082
1546038,6,5,7,2,3,3.0,6,1,1,81,4,0,18,9,1.0,18,10,0.9677419354838708
1955520,5,4,5,3,5,7.0,7,4,3,73,4,0,35,35,0.75,25,5,1.3725490196078431
600433,6,5,6,2,5,3.0,8,2,2,0,0,0,18,15,0.6666666666666666,30,8,0.5882352941176471
3364168,3,5,5,3,4,6.0,7,2,1,0,0,0,18,24,1.5,12,9,1.4634146341463417
1050282,4,5,7,1,5,3.0,2,1,1,113,4,0,12,15,0.5,20,10,0.5882352941176471
602531,5,7,4,2,2,2.0,8,3,2,96,4,0,10,4,0.6666666666666666,10,7,0.9523809523809524
2504340,4,7,5,3,2,5.0,8,3,3,12,4,0,20,10,0.75,8,6,2.380952380952381
1771449,6,5,6,3,1,2.0,8,2,4,78,1,0,12,2,0.6,6,6,1.818181818181818
1375307,3,5,7,2,3,3.0,8,4,3,2,5,0,9,9,0.5,9,5,0.9677419354838708
989800,5,5,5,6,6,2.0,9,1,1,91,4,0,10,12,3.0,30,10,0.3278688524590164
3032442,3,5,6,3,1,4.0,9,2,2,16,3,0,12,4,1.0,3,8,3.636363636363636
3296052,8,4,7,3,6,7.0,9,1,2,23,4,0,56,42,1.0,48,9,1.1475409836065575
1745405,6,6,6,3,2,2.0,7,3,4,76,5,0,12,4,0.6,12,5,0.9523809523809524
3373020,6,5,6,3,8,6.0,9,2,1,23,4,0,36,48,1.5,48,9,0.7407407407407408
2597799,7,6,6,3,7,5.0,9,2,1,48,4,0,35,35,1.5,49,9,0.7042253521126761
3345079,1,5,6,3,1,8.0,7,4,2,39,4,0,8,8,1.0,1,6,7.272727272727272
3506791,4,6,5,3,1,8.0,9,1,3,24,3,0,32,8,0.75,4,8,7.272727272727272
1573911,7,7,3,2,3,3.0,9,1,1,81,4,0,21,9,1.0,21,10,0.9677419354838708
12211,6,6,5,2,3,1.0,6,5,5,107,1,0,6,3,0.3333333333333333,18,2,0.3225806451612903
3364173,3,6,5,3,4,6.0,9,2,1,39,4,0,18,24,1.5,12,9,1.4634146341463417
347287,3,5,6,2,4,1.0,8,3,5,107,4,0,3,4,0.3333333333333333,12,4,0.2439024390243902
183612,2,5,5,2,6,2.0,6,2,5,107,4,0,4,12,0.3333333333333333,12,5,0.3278688524590164
973799,4,5,5,4,6,4.0,8,1,1,91,4,0,16,24,2.0,24,10,0.6557377049180328
2542646,6,5,6,3,1,5.0,9,3,2,10,5,0,30,5,1.0,6,7,4.545454545454545
1354381,5,6,4,1,6,2.0,6,2,2,86,5,0,10,12,0.3333333333333333,30,8,0.3278688524590164
1813683,1,5,6,3,7,1.0,6,1,2,8,1,0,1,7,1.0,7,9,0.1408450704225352
2346779,7,3,7,3,5,6.0,5,2,3,62,4,0,42,30,0.75,35,7,1.1764705882352942
3031162,4,5,5,3,3,4.0,8,2,2,42,4,0,16,12,1.0,12,8,1.2903225806451613
1087949,5,7,6,1,4,4.0,8,3,2,113,4,0,20,16,0.3333333333333333,20,7,0.9756097560975612
2230868,4,4,5,3,4,7.0,5,5,2,58,4,0,28,28,1.0,16,5,1.707317073170732
771856,5,6,5,2,1,1.0,7,2,2,94,4,0,5,1,0.6666666666666666,5,8,0.9090909090909092
858427,7,7,6,1,3,1.0,9,1,1,93,4,0,7,3,0.5,21,10,0.3225806451612903
441166,8,5,5,2,1,3.0,8,5,4,105,4,0,24,3,0.4,8,3,2.727272727272727
1083960,5,6,6,6,4,4.0,6,1,1,113,4,0,20,16,3.0,20,10,0.9756097560975612
380395,3,6,5,2,1,1.0,7,3,5,107,4,0,3,1,0.3333333333333333,3,4,0.9090909090909092
488720,3,5,6,2,1,3.0,7,3,5,105,4,0,9,3,0.3333333333333333,3,4,2.727272727272727
3208209,9,6,5,3,1,5.0,8,3,3,118,3,0,45,5,0.75,9,6,4.545454545454545
3477105,4,7,5,3,6,8.0,4,1,2,23,4,0,32,48,1.0,24,9,1.3114754098360657
463649,2,5,7,2,4,3.0,8,5,4,105,4,0,6,12,0.4,8,3,0.7317073170731708
3480830,8,6,5,3,7,7.0,9,1,1,23,4,0,56,49,1.5,56,10,0.9859154929577464
3414839,3,5,6,3,1,5.0,9,1,2,23,4,0,15,5,1.0,3,9,4.545454545454545
394357,3,5,6,2,3,1.0,8,5,4,107,4,0,3,3,0.4,9,3,0.3225806451612903
772308,3,5,6,1,2,2.0,5,1,1,95,4,0,6,4,0.5,6,10,0.9523809523809524
1220947,5,5,7,2,6,2.0,1,4,1,86,4,0,10,12,1.0,30,7,0.3278688524590164
3190515,5,5,6,3,2,3.0,9,3,2,22,4,0,15,6,1.0,10,7,1.4285714285714286
612185,4,5,6,2,1,1.0,8,2,2,94,4,0,4,1,0.6666666666666666,4,8,0.9090909090909092
864510,6,5,5,2,4,1.0,7,1,3,93,4,0,6,4,0.5,24,8,0.2439024390243902
860362,2,7,5,6,5,2.0,7,2,2,95,4,0,4,10,2.0,10,8,0.3921568627450981
2845370,5,7,6,3,5,4.0,7,4,2,34,1,0,20,20,1.0,25,6,0.7843137254901962
335703,3,6,6,2,1,1.0,7,5,5,107,4,0,3,1,0.3333333333333333,3,2,0.9090909090909092
1004152,6,5,7,6,4,1.0,8,5,1,90,1,0,6,4,3.0,24,6,0.2439024390243902
317240,2,7,4,2,4,2.0,8,1,5,107,4,0,4,8,0.3333333333333333,8,6,0.4878048780487805
263901,6,5,6,2,5,2.0,9,5,5,104,4,0,12,10,0.3333333333333333,30,2,0.3921568627450981
3441867,1,6,5,3,7,5.0,8,1,1,23,4,0,5,35,1.5,7,10,0.7042253521126761
745169,2,5,5,2,6,1.0,8,3,2,94,4,0,2,6,0.6666666666666666,12,7,0.1639344262295082
980778,6,6,5,1,7,1.0,8,1,1,91,4,0,6,7,0.5,42,10,0.1408450704225352
3559644,4,8,5,3,3,8.0,8,1,2,43,4,0,32,24,1.0,12,9,2.5806451612903225
2259765,5,5,6,3,7,4.0,8,1,4,55,4,0,20,28,0.6,35,7,0.5633802816901409
1366851,2,6,5,1,3,4.0,5,3,2,86,5,0,8,12,0.3333333333333333,6,7,1.2903225806451613
1481749,7,5,6,2,1,4.0,5,5,2,79,4,0,28,4,0.6666666666666666,7,5,3.636363636363636
89956,5,6,6,1,6,2.0,8,1,5,107,4,0,10,12,0.1666666666666666,30,6,0.3278688524590164
1889306,5,5,5,3,2,2.0,9,2,3,74,5,0,10,4,0.75,10,7,0.9523809523809524
1771516,7,6,5,3,8,2.0,8,1,3,77,5,0,14,16,0.75,56,8,0.2469135802469136
1629993,5,6,5,2,2,4.0,6,5,1,77,5,0,20,8,1.0,10,6,1.9047619047619049
3332818,2,6,5,3,7,6.0,5,1,1,21,4,0,12,42,1.5,14,10,0.8450704225352114
3376410,1,6,5,3,6,6.0,9,1,3,20,4,0,6,36,0.75,6,8,0.9836065573770492
2325174,4,6,6,3,5,4.0,6,3,2,55,4,0,16,20,1.0,20,7,0.7843137254901962
545422,5,6,5,2,6,3.0,8,2,2,94,4,0,15,18,0.6666666666666666,30,8,0.4918032786885246
3199822,4,5,3,3,2,3.0,8,1,1,22,4,0,12,6,1.5,8,10,1.4285714285714286
1001786,6,5,6,5,8,4.0,9,5,1,90,1,0,24,32,2.5,48,6,0.4938271604938272
