object_id,slope,profile_curvature,planar_curvature,lithology,twi,rainfall,ndvi,distance_to_river,distance_to_fault,slope_unit,slope_structure,hazard_label,rainfall_slope_interaction,saturation_potential,fault_vulnerability,stream_power_index_approx,disturbance_index,hydro_stress
1322096,4,6,6,2,3,1.0,9,1,3,2,5,0,4,3,0.5,12,8,0.3225806451612903
798450,3,6,5,4,3,1.0,6,1,1,95,4,0,3,3,2.0,9,10,0.3225806451612903
2483487,6,6,4,3,7,7.0,8,2,2,10,5,0,42,49,1.0,42,8,0.9859154929577464
2545142,4,6,5,3,3,6.0,7,3,2,50,4,0,24,18,1.0,12,7,1.935483870967741
1943255,8,7,3,3,8,7.0,7,3,3,73,4,0,56,56,0.75,64,6,0.8641975308641976
2599465,7,4,3,3,1,7.0,8,3,3,45,5,0,49,7,0.75,7,6,6.363636363636363
76201,5,6,7,1,7,1.0,9,2,5,107,1,0,5,7,0.1666666666666666,35,5,0.1408450704225352
853461,3,5,5,1,5,2.0,8,1,2,91,1,0,6,10,0.3333333333333333,15,9,0.3921568627450981
3224852,3,6,6,3,2,6.0,8,3,2,21,4,0,18,12,1.0,6,7,2.857142857142857
2319472,7,4,6,3,7,8.0,5,3,2,55,4,0,56,56,1.0,49,7,1.1267605633802815
1435307,4,6,5,2,3,4.0,6,3,2,1,3,0,16,12,0.6666666666666666,12,7,1.2903225806451613
2793757,4,6,6,3,1,3.0,8,5,2,33,4,0,12,3,1.0,4,5,2.727272727272727
1684341,6,5,5,3,6,2.0,2,1,3,75,1,0,12,12,0.75,36,8,0.3278688524590164
1714311,4,5,6,3,2,2.0,9,3,1,7,1,0,8,4,1.5,8,8,0.9523809523809524
2574934,6,7,6,3,3,6.0,9,3,2,12,4,0,36,18,1.0,18,7,1.935483870967741
1029425,4,6,6,6,2,2.0,2,3,1,113,4,0,8,4,3.0,8,8,0.9523809523809524
2447524,6,7,5,3,6,5.0,9,2,5,10,5,0,30,30,0.5,36,5,0.819672131147541
177149,2,6,5,0,3,2.0,7,1,5,107,4,0,4,6,0.0,6,6,0.6451612903225806
3612954,2,5,6,3,2,7.0,5,1,3,25,4,0,14,14,0.75,4,8,3.333333333333333
1926503,3,6,5,3,5,3.0,6,3,3,72,4,0,9,15,0.75,15,6,0.5882352941176471
2851702,8,5,6,3,3,5.0,5,3,1,29,4,0,40,15,1.5,24,8,1.6129032258064515
1050994,4,5,5,1,4,3.0,2,1,1,113,4,0,12,12,0.5,16,10,0.7317073170731708
433696,5,6,4,2,1,2.0,7,1,4,105,4,0,10,2,0.4,5,7,1.818181818181818
2505469,6,6,4,3,2,4.0,8,3,2,10,5,0,24,8,1.0,12,7,1.9047619047619049
768021,2,5,5,2,5,1.0,7,4,1,99,4,0,2,5,1.0,10,7,0.196078431372549
872040,5,7,5,1,5,2.0,7,1,1,93,4,0,10,10,0.5,25,10,0.3921568627450981
1345130,7,6,5,2,5,1.0,7,5,2,85,4,0,7,5,0.6666666666666666,35,5,0.196078431372549
1192603,2,4,6,2,6,1.0,7,3,3,89,4,0,2,6,0.5,12,6,0.1639344262295082
1286908,7,6,6,2,2,1.0,9,3,2,87,1,0,7,2,0.6666666666666666,14,7,0.4761904761904761
1848150,3,4,6,3,3,2.0,8,1,3,74,5,0,6,6,0.75,9,8,0.6451612903225806
1935777,4,5,5,3,7,6.0,6,3,2,72,4,0,24,42,1.0,28,7,0.8450704225352114
2332092,5,5,7,3,5,7.0,9,2,2,56,1,0,35,35,1.0,25,8,1.3725490196078431
2918021,3,6,6,3,7,3.0,8,2,2,28,4,0,9,21,1.0,21,8,0.4225352112676057
2029710,8,3,6,3,6,6.0,9,1,3,71,4,0,48,36,0.75,48,8,0.9836065573770492
1974700,8,7,4,3,5,6.0,9,2,2,71,4,0,48,30,1.0,40,8,1.1764705882352942
591738,6,7,5,2,5,1.0,6,2,3,96,4,0,6,5,0.5,30,7,0.196078431372549
1651535,5,7,5,2,4,2.0,4,4,1,75,1,0,10,8,1.0,20,7,0.4878048780487805
2718828,6,5,6,3,7,6.0,9,3,1,47,1,0,36,42,1.5,42,8,0.8450704225352114
2160667,4,4,7,3,2,2.0,8,3,3,58,4,0,8,4,0.75,8,6,0.9523809523809524
1678004,4,6,6,3,2,2.0,2,3,2,75,1,0,8,4,1.0,8,7,0.9523809523809524
1205735,6,6,5,2,7,1.0,1,4,2,89,4,0,6,7,0.6666666666666666,42,6,0.1408450704225352
1623821,1,5,6,2,3,1.0,6,5,1,4,1,0,1,3,1.0,3,6,0.3225806451612903
3019089,2,6,4,3,1,6.0,8,1,2,42,4,0,12,6,1.0,2,9,5.454545454545454
52325,6,7,4,2,5,2.0,7,2,5,106,4,0,12,10,0.3333333333333333,30,5,0.3921568627450981
1392970,3,5,4,4,5,2.0,9,3,2,86,4,0,6,10,1.3333333333333333,15,7,0.3921568627450981
1355352,6,6,5,2,2,2.0,8,5,2,85,4,0,12,4,0.6666666666666666,12,5,0.9523809523809524
3268391,1,6,6,3,2,6.0,8,1,1,38,3,0,6,12,1.5,2,10,2.857142857142857
1588566,7,4,4,2,6,4.0,2,5,1,5,4,0,28,24,1.0,42,6,0.6557377049180328
2085336,3,6,4,3,2,4.0,4,1,3,58,4,0,12,8,0.75,6,8,1.9047619047619049
2217086,5,6,6,3,3,4.0,9,5,1,58,4,0,20,12,1.5,15,6,1.2903225806451613
3143804,2,4,5,3,7,4.0,9,1,2,13,3,0,8,28,1.0,14,9,0.5633802816901409
1588832,6,6,4,2,4,2.0,5,2,1,80,1,0,12,8,1.0,24,9,0.4878048780487805
1477963,6,5,5,2,2,2.0,5,5,2,3,4,0,12,4,0.6666666666666666,12,5,0.9523809523809524
2512984,7,6,5,3,5,4.0,7,3,4,12,4,0,28,20,0.6,35,5,0.7843137254901962
941382,3,6,6,1,2,3.0,6,3,1,92,5,0,9,6,0.5,6,8,1.4285714285714286
2515423,5,6,5,3,7,5.0,8,4,3,10,5,0,25,35,0.75,35,5,0.7042253521126761
1352305,5,7,6,2,5,2.0,9,5,1,86,4,0,10,10,1.0,25,6,0.3921568627450981
1221603,6,5,6,2,8,2.0,1,3,1,86,5,0,12,16,1.0,48,8,0.2469135802469136
1882416,2,4,6,3,1,4.0,9,4,3,74,5,0,8,4,0.75,2,5,3.636363636363636
2883667,6,6,6,3,1,4.0,8,1,1,34,1,0,24,4,1.5,6,10,3.636363636363636
1146261,4,7,5,1,1,1.0,5,1,2,113,4,0,4,1,0.3333333333333333,4,9,0.9090909090909092
2400196,1,4,6,3,2,8.0,9,1,2,0,0,0,8,16,1.0,2,9,3.809523809523809
57769,7,6,5,1,5,2.0,7,4,5,107,1,0,14,10,0.1666666666666666,35,3,0.3921568627450981
1538339,5,6,5,2,2,4.0,9,1,1,4,4,0,20,8,1.0,10,10,1.9047619047619049
660264,4,6,5,1,3,1.0,6,2,2,94,4,0,4,3,0.3333333333333333,12,8,0.3225806451612903
1479692,4,5,4,2,2,4.0,5,5,2,1,4,0,16,8,0.6666666666666666,8,5,1.9047619047619049
2746686,9,5,6,3,6,4.0,8,4,1,47,1,0,36,24,1.5,54,7,0.6557377049180328
1891609,2,6,6,3,6,3.0,7,2,3,74,5,0,6,18,0.75,12,7,0.4918032786885246
1084079,5,5,6,6,4,3.0,8,2,2,113,5,0,15,12,2.0,20,8,0.7317073170731708
3296253,8,6,6,3,5,6.0,8,1,1,118,3,0,48,30,1.5,40,10,1.1764705882352942
2589711,2,6,5,3,1,4.0,9,3,3,45,5,0,8,4,0.75,2,6,3.636363636363636
998556,5,6,4,6,4,4.0,6,4,1,90,4,0,20,16,3.0,20,7,0.9756097560975612
3495375,2,6,5,3,1,8.0,4,3,1,20,4,0,16,8,1.5,2,8,7.272727272727272
534637,3,6,4,2,4,2.0,6,1,3,97,4,0,6,8,0.5,12,8,0.4878048780487805
2184604,4,4,7,3,9,3.0,9,3,3,60,4,0,12,27,0.75,36,6,0.3296703296703296
1717676,4,6,5,3,3,2.0,2,1,3,0,0,0,8,6,0.75,12,8,0.6451612903225806
2320434,9,6,3,3,8,7.0,9,1,4,51,1,0,63,56,0.6,72,7,0.8641975308641976
2740236,4,6,5,3,5,4.0,7,4,1,30,5,0,16,20,1.5,20,7,0.7843137254901962
2280796,4,7,5,3,4,8.0,8,2,3,65,4,0,32,32,0.75,16,7,1.951219512195122
1587189,5,5,6,2,2,4.0,2,5,1,5,4,0,20,8,1.0,10,6,1.9047619047619049
1148804,6,5,5,2,2,1.0,7,4,3,86,4,0,6,2,0.5,12,5,0.4761904761904761
768379,4,6,6,2,2,2.0,8,2,2,94,4,0,8,4,0.6666666666666666,8,8,0.9523809523809524
2232505,4,7,5,3,3,7.0,8,5,1,58,4,0,28,21,1.5,12,6,2.258064516129032
935550,6,6,5,4,3,3.0,7,3,1,91,1,0,18,9,2.0,18,8,0.9677419354838708
2051830,5,5,6,3,4,5.0,7,1,3,71,4,0,25,20,0.75,20,8,1.2195121951219514
1110496,7,5,6,2,3,1.0,7,4,2,90,1,0,7,3,0.6666666666666666,21,6,0.3225806451612903
3024638,2,6,6,3,4,4.0,9,2,1,36,4,0,8,16,1.5,8,9,0.9756097560975612
2533760,4,5,6,3,4,5.0,8,4,2,11,4,0,20,20,1.0,16,6,1.2195121951219514
2135837,7,6,6,3,7,4.0,8,2,2,60,4,0,28,28,1.0,49,8,0.5633802816901409
3533230,2,6,5,3,3,8.0,8,2,3,24,3,0,16,24,0.75,6,7,2.5806451612903225
3058523,6,5,6,3,5,4.0,7,1,1,42,4,0,24,20,1.5,30,10,0.7843137254901962
2665707,5,5,6,3,2,6.0,9,1,2,32,4,0,30,12,1.0,10,9,2.857142857142857
3460108,7,7,5,3,6,8.0,9,2,3,21,4,0,56,48,0.75,42,7,1.3114754098360657
194765,3,6,5,2,3,2.0,6,4,5,107,4,0,6,6,0.3333333333333333,9,3,0.6451612903225806
2356091,1,7,5,2,2,8.0,9,1,5,54,4,0,8,16,0.3333333333333333,2,6,3.809523809523809
2442875,5,4,6,3,6,7.0,9,1,3,10,5,0,35,42,0.75,30,8,1.1475409836065575
1265017,2,4,6,2,3,1.0,8,2,3,87,1,0,2,3,0.5,6,7,0.3225806451612903
208560,5,7,4,2,3,3.0,7,1,5,107,4,0,15,9,0.3333333333333333,15,6,0.9677419354838708
916493,5,6,6,1,1,3.0,7,3,1,92,5,0,15,3,0.5,5,8,2.727272727272727
3466074,4,6,6,3,6,8.0,6,4,2,20,4,0,32,48,1.0,24,6,1.3114754098360657
1519195,6,6,4,2,3,3.0,7,5,2,5,4,0,18,9,0.6666666666666666,18,5,0.9677419354838708
2721662,4,7,5,3,6,6.0,9,1,2,31,4,0,24,36,1.0,24,9,0.9836065573770492
645307,4,4,7,2,3,3.0,7,4,2,96,4,0,12,9,0.6666666666666666,12,6,0.9677419354838708
3084661,2,6,5,3,1,4.0,9,2,1,42,4,0,8,4,1.5,2,9,3.636363636363636
1996096,9,7,3,3,2,6.0,9,2,2,71,4,0,54,12,1.0,18,8,2.857142857142857
3401736,2,6,6,3,5,6.0,8,5,2,23,4,0,12,30,1.0,10,5,1.1764705882352942
873658,4,6,6,4,3,3.0,8,1,1,93,4,0,12,9,2.0,12,10,0.9677419354838708
1503725,6,5,6,2,7,4.0,7,4,2,81,4,0,24,28,0.6666666666666666,42,6,0.5633802816901409
790739,5,6,5,4,2,2.0,6,3,1,98,4,0,10,4,2.0,10,8,0.9523809523809524
2733102,3,6,6,3,3,5.0,6,4,1,31,4,0,15,15,1.5,9,7,1.6129032258064515
1280461,5,4,6,2,1,1.0,9,1,3,2,5,0,5,1,0.5,5,8,0.9090909090909092
371071,3,5,6,2,1,1.0,7,5,5,107,4,0,3,1,0.3333333333333333,3,2,0.9090909090909092
1760629,4,5,7,3,4,1.0,9,1,2,8,1,0,4,4,1.0,16,9,0.2439024390243902
72986,5,5,4,1,6,3.0,7,2,5,107,1,0,15,18,0.1666666666666666,30,5,0.4918032786885246
6256,2,6,6,2,2,2.0,8,1,5,107,1,0,4,4,0.3333333333333333,4,6,0.9523809523809524
2563794,2,5,5,3,2,6.0,8,3,3,12,4,0,12,12,0.75,4,6,2.857142857142857
2091220,1,7,3,3,3,4.0,7,1,2,115,4,0,4,12,1.0,3,9,1.2903225806451613
2765682,3,6,6,3,6,6.0,8,2,2,31,4,0,18,36,1.0,18,8,0.9836065573770492
808726,6,6,6,4,2,2.0,7,3,1,98,4,0,12,4,2.0,12,8,0.9523809523809524
525580,1,6,5,2,2,3.0,7,5,2,96,4,0,3,6,0.6666666666666666,2,5,1.4285714285714286
1480834,5,6,5,2,5,2.0,8,5,3,3,4,0,10,10,0.5,25,4,0.3921568627450981
470781,3,6,5,2,2,1.0,8,5,4,105,4,0,3,2,0.4,6,3,0.4761904761904761
520271,2,6,5,2,6,3.0,7,1,3,97,4,0,6,18,0.5,12,8,0.4918032786885246
3621080,7,7,6,0,4,2.0,8,-1,1,25,4,0,14,8,0.0,28,12,0.4878048780487805
1080522,4,5,6,6,7,1.0,2,1,1,113,4,0,4,7,3.0,28,10,0.1408450704225352
2802663,8,5,7,3,6,6.0,9,1,1,33,4,0,48,36,1.5,48,10,0.9836065573770492
908014,6,5,7,4,5,3.0,7,3,1,91,1,0,18,15,2.0,30,8,0.5882352941176471
607361,5,6,5,2,6,4.0,8,2,2,94,4,0,20,24,0.6666666666666666,30,8,0.6557377049180328
2095791,7,7,6,3,4,6.0,7,3,1,58,4,0,42,24,1.5,28,8,1.4634146341463417
1308468,6,6,4,4,2,1.0,8,5,2,86,5,0,6,2,1.3333333333333333,12,5,0.4761904761904761
1273938,2,7,6,2,2,1.0,5,2,3,87,1,0,2,2,0.5,4,7,0.4761904761904761
3605629,3,6,6,3,1,8.0,9,1,4,25,4,0,24,8,0.6,3,7,7.272727272727272
1889845,2,7,4,3,2,2.0,9,3,4,74,5,0,4,4,0.6,4,5,0.9523809523809524
1061834,8,5,7,1,4,4.0,7,1,1,113,4,0,32,16,0.5,32,10,0.9756097560975612
2091621,6,7,5,3,2,6.0,8,1,1,58,4,0,36,12,1.5,12,10,2.857142857142857
3089762,3,5,6,3,1,5.0,9,2,1,35,4,0,15,5,1.5,3,9,4.545454545454545
1522060,1,3,4,2,3,2.0,5,5,2,5,4,0,2,6,0.6666666666666666,3,5,0.6451612903225806
1304500,7,7,5,2,6,1.0,8,2,3,2,5,0,7,6,0.5,42,7,0.1639344262295082
2855255,6,5,5,3,5,4.0,8,2,1,29,4,0,24,20,1.5,30,9,0.7843137254901962
1061061,1,7,5,1,6,1.0,8,2,1,113,4,0,1,6,0.5,6,9,0.1639344262295082
2123849,6,6,5,3,2,5.0,8,2,3,115,4,0,30,10,0.75,12,7,2.380952380952381
789506,3,6,5,4,2,1.0,6,3,1,99,4,0,3,2,2.0,6,8,0.4761904761904761
1660560,3,6,6,3,4,2.0,8,4,1,83,4,0,6,8,1.5,12,7,0.4878048780487805
1791701,4,6,5,3,5,2.0,6,2,2,75,1,0,8,10,1.0,20,8,0.3921568627450981
1630084,5,6,4,2,2,3.0,5,3,1,80,1,0,15,6,1.0,10,8,1.4285714285714286
1882183,5,5,6,3,3,2.0,6,1,3,110,4,0,10,6,0.75,15,8,0.6451612903225806
1783504,1,5,6,3,5,1.0,6,1,2,8,1,0,1,5,1.0,5,9,0.196078431372549
2067332,7,5,5,3,5,5.0,7,3,1,59,4,0,35,25,1.5,35,8,0.9803921568627452
918625,4,6,5,4,3,3.0,7,3,2,91,1,0,12,9,1.3333333333333333,12,7,0.9677419354838708
1970523,9,5,6,3,1,7.0,9,4,3,73,4,0,63,7,0.75,9,5,6.363636363636363
3010403,3,6,6,3,8,5.0,7,2,1,23,4,0,15,40,1.5,24,9,0.617283950617284
3108105,3,6,6,3,1,7.0,7,2,1,23,4,0,21,7,1.5,3,9,6.363636363636363
282753,3,5,6,2,5,2.0,7,2,5,107,4,0,6,10,0.3333333333333333,15,5,0.3921568627450981
328827,4,4,6,2,5,1.0,8,2,5,107,4,0,4,5,0.3333333333333333,20,5,0.196078431372549
2087275,7,5,6,3,6,5.0,9,2,1,58,4,0,35,30,1.5,42,9,0.819672131147541
1000191,4,4,6,4,5,2.0,9,1,1,113,5,0,8,10,2.0,20,10,0.3921568627450981
2014568,6,4,8,3,6,6.0,8,1,3,71,4,0,36,36,0.75,36,8,0.9836065573770492
3522544,5,4,6,3,2,7.0,9,3,1,24,3,0,35,14,1.5,10,8,3.333333333333333
3066163,2,6,6,3,4,5.0,9,1,2,23,4,0,10,20,1.0,8,9,1.2195121951219514
924872,6,5,6,1,1,3.0,5,2,1,93,4,0,18,3,0.5,6,9,2.727272727272727
3036332,5,5,6,3,3,6.0,8,2,2,19,4,0,30,18,1.0,15,8,1.935483870967741
915834,5,5,6,4,5,3.0,7,3,1,92,4,0,15,15,2.0,25,8,0.5882352941176471
3257965,1,6,6,3,6,7.0,9,3,3,23,4,0,7,42,0.75,6,6,1.1475409836065575
508408,7,5,6,2,4,2.0,8,5,2,105,4,0,14,8,0.6666666666666666,28,5,0.4878048780487805
2212353,5,5,7,3,6,7.0,9,2,4,57,4,0,35,42,0.6,30,6,1.1475409836065575
1444951,5,6,6,2,5,4.0,8,3,1,3,4,0,20,20,1.0,25,8,0.7843137254901962
2425305,7,4,5,3,6,7.0,8,1,3,10,5,0,49,42,0.75,42,8,1.1475409836065575
3028983,3,5,6,3,4,5.0,8,2,2,42,4,0,15,20,1.0,12,8,1.2195121951219514
352202,5,7,4,2,4,1.0,8,2,5,107,4,0,5,4,0.3333333333333333,20,5,0.2439024390243902
2689827,7,4,6,3,3,5.0,8,4,3,32,5,0,35,15,0.75,21,5,1.6129032258064515
2268040,4,4,7,3,5,4.0,9,5,1,58,4,0,16,20,1.5,20,6,0.7843137254901962
34289,3,5,6,2,3,1.0,9,2,5,106,4,0,3,3,0.3333333333333333,9,5,0.3225806451612903
2280928,6,5,5,3,2,7.0,9,4,2,57,4,0,42,14,1.0,12,6,3.333333333333333
1415281,3,6,4,2,1,2.0,8,5,3,1,4,0,6,2,0.5,3,4,1.818181818181818
1913758,4,6,6,3,3,3.0,9,2,3,74,5,0,12,9,0.75,12,7,0.9677419354838708
1035641,5,7,6,1,6,4.0,5,2,1,113,4,0,20,24,0.5,30,9,0.6557377049180328
1149688,6,4,7,2,5,3.0,2,1,2,86,4,0,18,15,0.6666666666666666,30,9,0.5882352941176471
406197,4,5,6,2,1,3.0,7,5,4,107,4,0,12,3,0.4,4,3,2.727272727272727
2481170,5,6,5,3,2,6.0,7,4,4,10,5,0,30,12,0.6,10,4,2.857142857142857
1446464,4,7,6,2,2,3.0,8,4,1,3,4,0,12,6,1.0,8,7,1.4285714285714286
3450378,3,7,5,3,5,8.0,9,2,3,20,4,0,24,40,0.75,15,7,1.5686274509803924
1562085,6,7,5,2,6,3.0,9,2,1,80,1,0,18,18,1.0,36,9,0.4918032786885246
738473,3,6,6,1,5,1.0,8,3,1,99,4,0,3,5,0.5,15,8,0.196078431372549
391254,5,6,4,2,2,1.0,7,5,4,107,4,0,5,2,0.4,10,3,0.4761904761904761
1329899,6,5,7,2,4,1.0,8,5,2,87,1,0,6,4,0.6666666666666666,24,5,0.2439024390243902
2390421,3,7,6,3,6,5.0,8,1,3,61,4,0,15,30,0.75,18,8,0.819672131147541
825224,6,6,6,4,1,1.0,7,1,2,95,4,0,6,1,1.3333333333333333,6,9,0.9090909090909092
2013805,9,5,6,3,6,7.0,9,2,4,71,4,0,63,42,0.6,54,6,1.1475409836065575
2542281,3,6,5,3,1,5.0,8,4,3,12,4,0,15,5,0.75,3,5,4.545454545454545
2361165,2,6,6,3,4,8.0,8,2,1,51,4,0,16,32,1.5,8,9,1.951219512195122
1280430,6,7,5,2,4,1.0,6,1,3,2,5,0,6,4,0.5,24,8,0.2439024390243902
2240653,6,6,5,3,6,5.0,8,1,4,67,4,0,30,30,0.6,36,7,0.819672131147541
1330478,4,6,5,2,7,2.0,8,5,1,85,4,0,8,14,1.0,28,6,0.2816901408450704
599376,4,6,4,2,4,1.0,2,2,2,94,4,0,4,4,0.6666666666666666,16,8,0.2439024390243902
758140,4,3,7,2,2,2.0,8,4,1,99,4,0,8,4,1.0,8,7,0.9523809523809524
1145737,4,4,6,2,6,2.0,8,3,2,90,1,0,8,12,0.6666666666666666,24,7,0.3278688524590164
1240768,5,6,6,2,4,1.0,8,5,2,89,4,0,5,4,0.6666666666666666,20,5,0.2439024390243902
1906942,3,4,5,3,5,5.0,9,5,3,73,4,0,15,25,0.75,15,4,0.9803921568627452
2226538,1,4,3,3,6,4.0,9,5,1,58,4,0,4,24,1.5,6,6,0.6557377049180328
2057141,7,7,7,3,4,5.0,8,1,1,58,4,0,35,20,1.5,28,10,1.2195121951219514
2298542,6,2,6,3,7,6.0,8,4,2,64,1,0,36,42,1.0,42,6,0.8450704225352114
2115877,7,7,3,3,3,5.0,8,1,2,115,4,0,35,15,1.0,21,9,1.6129032258064515
3194733,4,4,6,3,1,5.0,9,2,3,41,4,0,20,5,0.75,4,7,4.545454545454545
1056975,3,6,5,1,9,1.0,7,2,1,113,4,0,3,9,0.5,27,9,0.1098901098901098
722590,1,5,5,2,2,1.0,5,4,1,96,4,0,1,2,1.0,2,7,0.4761904761904761
1688673,4,5,5,3,4,2.0,5,1,3,75,1,0,8,8,0.75,16,8,0.4878048780487805
2697358,5,5,5,3,2,4.0,8,3,1,47,1,0,20,8,1.5,10,8,1.9047619047619049
1050036,7,6,5,2,2,4.0,6,2,1,90,1,0,28,8,1.0,14,9,1.9047619047619049
1286957,5,6,6,2,2,1.0,8,2,3,2,5,0,5,2,0.5,10,7,0.4761904761904761
2601428,8,4,6,3,7,4.0,9,3,2,45,5,0,32,28,1.0,56,7,0.5633802816901409
1595566,7,4,6,2,6,2.0,8,2,1,80,1,0,14,12,1.0,42,9,0.3278688524590164
2093843,9,6,5,3,4,5.0,8,1,2,58,4,0,45,20,1.0,36,9,1.2195121951219514
3397092,2,6,5,3,6,6.0,9,1,3,20,4,0,12,36,0.75,12,8,0.9836065573770492
31934,4,6,5,1,3,1.0,9,5,5,0,0,0,4,3,0.1666666666666666,12,2,0.3225806451612903
1984912,6,5,6,3,1,6.0,9,3,4,72,4,0,36,6,0.6,6,5,5.454545454545454
502365,4,6,6,2,4,2.0,8,5,3,105,4,0,8,8,0.5,16,4,0.4878048780487805
516263,7,6,5,2,6,3.0,8,5,3,96,4,0,21,18,0.5,42,4,0.4918032786885246
2844990,4,6,6,3,3,2.0,9,1,1,29,4,0,8,6,1.5,12,10,0.6451612903225806
708336,3,6,6,4,2,1.0,8,2,2,94,4,0,3,2,1.3333333333333333,6,8,0.4761904761904761
3235886,1,5,7,3,4,6.0,7,1,1,41,4,0,6,24,1.5,4,10,1.4634146341463417
940778,4,7,5,1,2,3.0,8,3,1,92,5,0,12,6,0.5,8,8,1.4285714285714286
2011426,6,5,5,3,2,6.0,9,2,1,71,4,0,36,12,1.5,12,9,2.857142857142857
2231738,7,6,6,3,5,6.0,9,5,1,58,4,0,42,30,1.5,35,6,1.1764705882352942
568975,4,4,7,2,1,2.0,7,4,2,96,4,0,8,2,0.6666666666666666,4,6,1.818181818181818
3505375,3,8,3,3,4,8.0,7,5,2,20,4,0,24,32,1.0,12,5,1.951219512195122
2030163,8,4,7,3,5,6.0,5,2,3,58,4,0,48,30,0.75,40,7,1.1764705882352942
1776117,8,4,6,3,7,3.0,7,3,4,112,4,0,24,21,0.6,56,5,0.4225352112676057
1849483,5,6,6,3,3,2.0,6,2,3,110,4,0,10,6,0.75,15,7,0.6451612903225806
2466287,7,5,7,3,4,8.0,9,2,3,10,5,0,56,32,0.75,28,7,1.951219512195122
554591,3,7,5,2,3,3.0,8,1,4,96,4,0,9,9,0.4,9,7,0.9677419354838708
2395368,3,4,6,2,7,7.0,5,1,5,0,0,0,21,49,0.3333333333333333,21,6,0.9859154929577464
779013,2,8,4,2,3,2.0,8,3,1,102,4,0,4,6,1.0,6,8,0.6451612903225806
1454643,7,7,6,2,7,4.0,8,5,3,85,4,0,28,28,0.5,49,4,0.5633802816901409
1685818,3,5,6,3,5,2.0,2,1,2,75,1,0,6,10,1.0,15,9,0.3921568627450981
2727248,7,6,6,3,2,4.0,3,3,1,47,1,0,28,8,1.5,14,8,1.9047619047619049
309039,1,6,5,2,1,1.0,7,4,5,107,4,0,1,1,0.3333333333333333,1,3,0.9090909090909092
1831587,3,6,5,3,3,2.0,6,1,3,76,5,0,6,6,0.75,9,8,0.6451612903225806
551990,5,4,6,2,1,3.0,7,5,2,96,4,0,15,3,0.6666666666666666,5,5,2.727272727272727
2644959,7,6,5,3,4,8.0,9,3,3,45,5,0,56,32,0.75,28,6,1.951219512195122
1240430,6,6,5,1,3,2.0,6,3,3,86,5,0,12,6,0.25,18,6,0.6451612903225806
335693,3,6,6,2,3,1.0,8,5,5,107,4,0,3,3,0.3333333333333333,9,2,0.3225806451612903
1767042,3,6,6,3,2,1.0,6,2,2,82,4,0,3,2,1.0,6,8,0.4761904761904761
3314974,4,6,6,3,5,7.0,8,4,2,21,4,0,28,35,1.0,20,6,1.3725490196078431
356751,5,5,6,2,6,1.0,8,5,5,107,4,0,5,6,0.3333333333333333,30,2,0.1639344262295082
3291513,4,7,3,3,6,7.0,7,1,2,20,4,0,28,42,1.0,24,9,1.1475409836065575
1431708,3,6,5,2,7,1.0,6,3,2,1,3,0,3,7,0.6666666666666666,21,7,0.1408450704225352
2370504,7,4,6,2,3,8.0,9,1,4,51,4,0,56,24,0.4,21,7,2.5806451612903225
2903140,5,6,7,3,2,5.0,7,2,2,34,1,0,25,10,1.0,10,8,2.380952380952381
3398507,2,5,6,3,5,5.0,7,4,2,23,4,0,10,25,1.0,10,6,0.9803921568627452
3530932,3,6,6,3,2,8.0,8,2,3,24,3,0,24,16,0.75,6,7,3.809523809523809
1661448,3,6,5,2,8,3.0,2,5,1,77,5,0,9,24,1.0,24,6,0.3703703703703704
3470557,4,6,6,3,7,8.0,5,1,1,23,4,0,32,56,1.5,28,10,1.1267605633802815
1228227,4,6,5,2,2,2.0,1,4,1,86,5,0,8,4,1.0,8,7,0.9523809523809524
2014266,8,5,7,3,1,6.0,6,2,2,72,4,0,48,6,1.0,8,8,5.454545454545454
1629825,5,6,5,2,3,3.0,8,5,1,83,5,0,15,9,1.0,15,6,0.9677419354838708
1547034,6,7,4,2,7,3.0,9,5,2,5,4,0,18,21,0.6666666666666666,42,5,0.4225352112676057
2126479,7,6,5,3,6,5.0,8,3,1,58,4,0,35,30,1.5,42,8,0.819672131147541
2363040,4,5,6,2,3,4.0,9,1,5,61,4,0,16,12,0.3333333333333333,12,6,1.2903225806451613
2113985,7,6,3,3,7,5.0,7,3,1,58,4,0,35,35,1.5,49,8,0.7042253521126761
3542913,5,5,6,3,1,7.0,9,1,1,24,3,0,35,7,1.5,5,10,6.363636363636363
869014,5,4,6,1,2,1.0,8,1,1,93,4,0,5,2,0.5,10,10,0.4761904761904761
1284480,5,6,6,2,4,1.0,7,4,1,86,5,0,5,4,1.0,20,7,0.2439024390243902
3477045,5,6,5,3,2,8.0,7,1,2,21,4,0,40,16,1.0,10,9,3.809523809523809
1086154,2,5,6,6,3,3.0,7,2,2,113,4,0,6,9,2.0,6,8,0.9677419354838708
2262632,8,4,6,3,4,6.0,6,1,4,68,1,0,48,24,0.6,32,7,1.4634146341463417
2647747,4,5,6,3,5,4.0,7,1,1,48,4,0,16,20,1.5,20,10,0.7843137254901962
2087768,7,7,4,3,3,4.0,5,4,2,59,4,0,28,12,1.0,21,6,1.2903225806451613
55075,7,6,6,1,2,1.0,7,2,5,107,1,0,7,2,0.1666666666666666,14,5,0.4761904761904761
2185192,6,5,6,3,4,3.0,8,3,1,69,4,0,18,12,1.5,24,8,0.7317073170731708
